id_atencion,id_cliente,documento_cliente,fecha_atencion,fecha_proceso,valor_facturado,estado,codigo_cups,canal_ingreso,json_detalle
2985,1361,94694539,2026-02-21T19:49:49.591367,2026-02-21,-276921.11,Pendiente,4410,APP,"{""diagnostico"": ""DX73"", ""medico"": ""Dr. Perez""}"
2986,1261,14321512,2026-01-07T19:49:49.591384,2026-01-07,305109.24,cancelada,8165,CALL_CENTER,"{""diagnostico"": ""DX172"", ""medico"": ""Dr. Lopez""}"
2987,549,71703160,2026-02-21T19:49:49.591400,2026-02-21,352838.41,PENDIENTE,1641,CALL_CENTER,"{""diagnostico"": ""DX128"", ""medico"": ""Dr. Gomez""}"
2988,316,88013330,2025-08-29T19:49:49.591417,2025-08-29,396628.73,PENDIENTE,6243,CALL_CENTER,"{""diagnostico"": ""DX115"", ""medico"": ""Dr. Perez""}"
2989,1742,52289182,2026-01-14T19:49:49.591433,2026-01-14,360871.86,Pendiente,7103,APP,"{""diagnostico"": ""DX94"", ""medico"": ""Dr. Perez""}"
2990,55,41825955,2025-09-30T19:49:49.591449,2025-09-30,259234.54,Pendiente,2946,CALL_CENTER,{malformado: true}
2991,256,42812837,2025-09-05T19:49:49.591467,2025-09-05,172532.74,Pendiente,9160,APP,"{""diagnostico"": ""DX21"", ""medico"": ""Dr. Gomez""}"
2992,719,71322276,2025-09-05T19:49:49.591483,2025-09-05,300608.99,Cancelada,7090,CALL_CENTER,"{""diagnostico"": ""DX126"", ""medico"": ""Dr. Lopez""}"
2993,2037,32288698,2025-10-06T19:49:49.591499,2025-10-06,376069.95,CERRADA,6623,APP,"{""diagnostico"": ""DX171"", ""medico"": ""Dr. Lopez""}"
2994,619,67265641,2025-10-10T19:49:49.591515,2025-10-10,291037.16,CERRADA,8179,APP,"{""diagnostico"": ""DX8"", ""medico"": ""Dr. Perez""}"
2995,349,50541240,2025-10-04T19:49:49.591531,2025-10-04,205747.76,cancelada,9781,CALL_CENTER,"{""diagnostico"": ""DX84"", ""medico"": ""Dr. Perez""}"
2996,1844,68640274,2026-01-05T19:49:49.591551,2026-01-05,375600.75,CERRADA,9444,CALL_CENTER,"{""diagnostico"": ""DX10"", ""medico"": ""Dr. Gomez""}"
2997,1277,33151296,2025-08-27T19:49:49.591568,2025-08-27,266643.28,Pendiente,4724,APP,"{""diagnostico"": ""DX112"", ""medico"": ""Dr. Lopez""}"
2998,323,30965302,2025-10-13T19:49:49.591586,2025-10-13,151835.51,PENDIENTE,1552,APP,"{""diagnostico"": ""DX93"", ""medico"": ""Dr. Perez""}"
2999,1538,59839340,2026-02-08T19:49:49.591601,2026-02-08,102121.18,cancelada,1269,APP,"{""diagnostico"": ""DX120"", ""medico"": ""Dr. Gomez""}"
3000,861,31370606,2026-01-26T19:49:49.591618,2026-01-26,-44231.76,PENDIENTE,1629,APP,"{""diagnostico"": ""DX178"", ""medico"": ""Dr. Lopez""}"
3001,1848,83234337,2026-02-20T19:49:49.591634,2026-02-20,402691.09,PENDIENTE,4561,APP,"{""diagnostico"": ""DX71"", ""medico"": ""Dr. Perez""}"
3002,1335,71020847,2025-12-03T19:49:49.591650,2025-12-03,239472.14,Cancelada,9195,WEB,"{""diagnostico"": ""DX15"", ""medico"": ""Dr. Perez""}"
3003,1870,87939521,2025-11-02T19:49:49.591667,2025-11-02,286884.28,PENDIENTE,6335,APP,"{""diagnostico"": ""DX137"", ""medico"": ""Dr. Lopez""}"
3004,1392,80466805,2025-11-05T19:49:49.591684,2025-11-05,155069.96,cancelada,3175,CALL_CENTER,"{""diagnostico"": ""DX179"", ""medico"": ""Dr. Gomez""}"
3005,1382,38252737,2025-12-14T19:49:49.591700,2025-12-14,199851.1,Pendiente,5191,CALL_CENTER,"{""diagnostico"": ""DX86"", ""medico"": ""Dr. Gomez""}"
3006,521,39843641,2025-10-12T19:49:49.591716,2025-10-12,354466.72,cancelada,2693,APP,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Perez""}"
3007,1343,83444697,2025-09-27T19:49:49.591733,2025-09-27,272466.34,Cancelada,7937,APP,{malformado: true}
3008,17,59940502,2025-09-15T19:49:49.591747,2025-09-15,-333032.38,Pendiente,1930,CALL_CENTER,"{""diagnostico"": ""DX68"", ""medico"": ""Dr. Perez""}"
3009,459,13263818,2026-02-21T19:49:49.591763,2026-02-21,199764.92,CERRADA,5552,WEB,"{""diagnostico"": ""DX147"", ""medico"": ""Dr. Lopez""}"
3010,1507,79656504,2026-02-03T19:49:49.591779,2026-02-03,276752.23,CERRADA,8355,APP,"{""diagnostico"": ""DX141"", ""medico"": ""Dr. Lopez""}"
3011,92,91651806,2025-12-15T19:49:49.591795,2025-12-15,-233960.16,PENDIENTE,8420,WEB,"{""diagnostico"": ""DX147"", ""medico"": ""Dr. Gomez""}"
3012,551,57998879,2025-10-10T19:49:49.591814,2025-10-10,-173281.39,PENDIENTE,6229,APP,"{""diagnostico"": ""DX54"", ""medico"": ""Dr. Perez""}"
3013,624,16744008,2025-09-09T19:49:49.591831,2025-09-09,301590.91,ACTIVA,9228,CALL_CENTER,"{""diagnostico"": ""DX162"", ""medico"": ""Dr. Lopez""}"
3014,846,23629960,2025-12-31T19:49:49.591847,2025-12-31,310559.35,Pendiente,4346,WEB,"{""diagnostico"": ""DX111"", ""medico"": ""Dr. Perez""}"
3015,105,31246102,2025-09-27T19:49:49.591865,2025-09-27,260948.87,PENDIENTE,7720,CALL_CENTER,"{""diagnostico"": ""DX71"", ""medico"": ""Dr. Gomez""}"
3016,662,59093177,2025-12-28T19:49:49.591884,2025-12-28,128770.13,Cancelada,4183,CALL_CENTER,"{""diagnostico"": ""DX196"", ""medico"": ""Dr. Perez""}"
3017,1486,20105984,2025-11-25T19:49:49.591900,2025-11-25,289100.96,CERRADA,1026,WEB,"{""diagnostico"": ""DX4"", ""medico"": ""Dr. Perez""}"
3018,1066,54875847,2025-12-21T19:49:49.591916,2025-12-21,151643.43,ACTIVA,6601,WEB,"{""diagnostico"": ""DX64"", ""medico"": ""Dr. Gomez""}"
3019,1897,94163898,2025-10-21T19:49:49.591932,2025-10-21,-278376.59,Pendiente,9308,APP,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Lopez""}"
3020,577,19658083,2026-01-11T19:49:49.591949,2026-01-11,260401.2,PENDIENTE,9391,APP,"{""diagnostico"": ""DX4"", ""medico"": ""Dr. Gomez""}"
3021,1756,25987340,2025-09-03T19:49:49.591965,2025-09-03,164535.98,Cancelada,3988,APP,"{""diagnostico"": ""DX4"", ""medico"": ""Dr. Lopez""}"
3022,1689,38410975,2025-12-25T19:49:49.591984,2025-12-25,384911.09,PENDIENTE,3214,WEB,"{""diagnostico"": ""DX55"", ""medico"": ""Dr. Perez""}"
3023,965,57312110,2025-11-02T19:49:49.592000,2025-11-02,158188.31,Cancelada,5834,APP,"{""diagnostico"": ""DX112"", ""medico"": ""Dr. Perez""}"
3024,675,33181564,2025-10-27T19:49:49.592016,2025-10-27,275282.82,cancelada,9012,CALL_CENTER,"{""diagnostico"": ""DX173"", ""medico"": ""Dr. Lopez""}"
3025,1974,70206418,2025-10-31T19:49:49.592032,2025-10-31,272668.25,cancelada,2382,WEB,"{""diagnostico"": ""DX135"", ""medico"": ""Dr. Perez""}"
3026,1124,56205469,2026-01-29T19:49:49.592048,2026-01-29,212497.72,ACTIVA,2129,WEB,"{""diagnostico"": ""DX62"", ""medico"": ""Dr. Perez""}"
3027,645,78683434,2026-02-08T19:49:49.592064,2026-02-08,282834.59,Pendiente,3601,WEB,"{""diagnostico"": ""DX29"", ""medico"": ""Dr. Lopez""}"
3028,375,31598409,2025-12-15T19:49:49.592080,2025-12-15,298486.68,Cancelada,2475,APP,"{""diagnostico"": ""DX199"", ""medico"": ""Dr. Gomez""}"
3029,854,54065310,2025-11-10T19:49:49.592096,2025-11-10,34788.23,cancelada,9742,APP,"{""diagnostico"": ""DX77"", ""medico"": ""Dr. Perez""}"
3030,1330,57653028,2025-12-14T19:49:49.592112,2025-12-14,402869.79,PENDIENTE,3805,APP,"{""diagnostico"": ""DX126"", ""medico"": ""Dr. Gomez""}"
3031,621,69528214,2025-12-04T19:49:49.592128,2025-12-04,325026.66,ACTIVA,9856,APP,"{""diagnostico"": ""DX198"", ""medico"": ""Dr. Gomez""}"
3032,1247,21137096,2025-09-09T19:49:49.592145,2025-09-09,280641.51,Cancelada,4952,CALL_CENTER,"{""diagnostico"": ""DX151"", ""medico"": ""Dr. Lopez""}"
3033,881,35047975,2025-09-04T19:49:49.592162,2025-09-04,330280.96,cancelada,3798,WEB,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Gomez""}"
3034,996,18947157,2025-08-29T19:49:49.592181,2025-08-29,258454.45,ACTIVA,3679,APP,"{""diagnostico"": ""DX9"", ""medico"": ""Dr. Lopez""}"
3035,1626,81712309,2025-11-06T19:49:49.592200,2025-11-06,59189.0,Cancelada,2316,APP,"{""diagnostico"": ""DX130"", ""medico"": ""Dr. Perez""}"
3036,1720,51533663,2025-09-24T19:49:49.592217,2025-09-24,165550.37,cancelada,3026,APP,"{""diagnostico"": ""DX97"", ""medico"": ""Dr. Gomez""}"
3037,1548,75401945,2025-08-28T19:49:49.592233,2025-08-28,129368.7,Cancelada,2972,APP,"{""diagnostico"": ""DX154"", ""medico"": ""Dr. Gomez""}"
3038,1096,46599131,2025-09-06T19:49:49.592249,2025-09-06,353732.85,CERRADA,5604,WEB,"{""diagnostico"": ""DX177"", ""medico"": ""Dr. Perez""}"
3039,508,98191121,2025-11-17T19:49:49.592265,2025-11-17,300338.87,Cancelada,3093,WEB,"{""diagnostico"": ""DX62"", ""medico"": ""Dr. Lopez""}"
3040,1765,45298620,2025-11-17T19:49:49.592282,2025-11-17,224862.35,Cancelada,4570,APP,"{""diagnostico"": ""DX109"", ""medico"": ""Dr. Lopez""}"
3041,1067,14059107,2025-09-11T19:49:49.592298,2025-09-11,221280.48,Pendiente,4768,CALL_CENTER,"{""diagnostico"": ""DX167"", ""medico"": ""Dr. Lopez""}"
3042,1935,14792291,2025-12-01T19:49:49.592315,2025-12-01,269809.42,CERRADA,6221,CALL_CENTER,"{""diagnostico"": ""DX16"", ""medico"": ""Dr. Perez""}"
3043,210,76213263,2026-02-05T19:49:49.592330,2026-02-05,273238.77,ACTIVA,5794,CALL_CENTER,"{""diagnostico"": ""DX162"", ""medico"": ""Dr. Lopez""}"
3044,1874,13516951,2025-11-20T19:49:49.592345,2025-11-20,305343.32,Pendiente,9332,WEB,"{""diagnostico"": ""DX141"", ""medico"": ""Dr. Lopez""}"
3045,240,34823978,2026-01-25T19:49:49.592361,2026-01-25,220669.21,cancelada,2797,APP,"{""diagnostico"": ""DX102"", ""medico"": ""Dr. Gomez""}"
3046,977,21815453,2025-12-24T19:49:49.592377,2025-12-24,445735.39,PENDIENTE,4283,APP,"{""diagnostico"": ""DX14"", ""medico"": ""Dr. Perez""}"
3047,1800,98079291,2025-09-01T19:49:49.592394,2025-09-01,285267.04,PENDIENTE,3423,APP,"{""diagnostico"": ""DX84"", ""medico"": ""Dr. Perez""}"
3048,1891,58785626,2025-12-18T19:49:49.592413,2025-12-18,302653.6,CERRADA,2806,CALL_CENTER,"{""diagnostico"": ""DX143"", ""medico"": ""Dr. Perez""}"
3049,2070,36175248,2025-09-05T19:49:49.592429,2025-09-05,188590.97,Cancelada,9240,WEB,"{""diagnostico"": ""DX120"", ""medico"": ""Dr. Lopez""}"
3050,1851,11132628,2025-10-15T19:49:49.592446,2025-10-15,333405.4,Cancelada,7932,CALL_CENTER,"{""diagnostico"": ""DX30"", ""medico"": ""Dr. Perez""}"
3051,1526,37613012,2026-01-27T19:49:49.592461,2026-01-27,205597.78,ACTIVA,6368,CALL_CENTER,"{""diagnostico"": ""DX175"", ""medico"": ""Dr. Lopez""}"
3052,1876,81686141,2025-10-19T19:49:49.592478,2025-10-19,258100.03,PENDIENTE,8532,WEB,"{""diagnostico"": ""DX178"", ""medico"": ""Dr. Lopez""}"
3053,1599,13043276,2026-02-18T19:49:49.592497,2026-02-18,166464.65,cancelada,7611,WEB,"{""diagnostico"": ""DX99"", ""medico"": ""Dr. Gomez""}"
3054,2024,14732529,2026-01-28T19:49:49.592514,2026-01-28,406848.3,CERRADA,4185,APP,"{""diagnostico"": ""DX156"", ""medico"": ""Dr. Perez""}"
3055,508,91865997,2026-01-05T19:49:49.592567,2026-01-05,262799.43,Pendiente,1195,APP,"{""diagnostico"": ""DX34"", ""medico"": ""Dr. Perez""}"
3056,1791,40550152,2025-10-08T19:49:49.592584,2025-10-08,289543.39,PENDIENTE,9730,APP,"{""diagnostico"": ""DX83"", ""medico"": ""Dr. Gomez""}"
3057,689,40585746,2025-09-18T19:49:49.592601,2025-09-18,183647.8,Cancelada,9186,APP,"{""diagnostico"": ""DX98"", ""medico"": ""Dr. Perez""}"
3058,179,10575343,2025-09-23T19:49:49.592620,2025-09-23,259764.85,Cancelada,4383,WEB,"{""diagnostico"": ""DX173"", ""medico"": ""Dr. Perez""}"
3059,80,48613561,2026-02-16T19:49:49.592636,2026-02-16,250768.39,CERRADA,9287,WEB,{malformado: true}
3060,1557,77174647,2026-02-26T19:49:49.592651,2026-02-26,394858.75,ACTIVA,7642,CALL_CENTER,"{""diagnostico"": ""DX73"", ""medico"": ""Dr. Gomez""}"
3061,2094,62068965,2026-02-18T19:49:49.592668,2026-02-18,219275.69,PENDIENTE,7234,WEB,"{""diagnostico"": ""DX108"", ""medico"": ""Dr. Perez""}"
3062,1533,87210733,2025-11-13T19:49:49.592685,2025-11-13,238918.21,PENDIENTE,1671,CALL_CENTER,"{""diagnostico"": ""DX16"", ""medico"": ""Dr. Lopez""}"
3063,1631,45374839,2026-02-14T19:49:49.592701,2026-02-14,335520.85,CERRADA,8051,APP,"{""diagnostico"": ""DX89"", ""medico"": ""Dr. Perez""}"
3064,67,42401636,2026-01-15T19:49:49.592717,2026-01-15,188798.87,PENDIENTE,7070,APP,{malformado: true}
3065,1837,96773011,2025-08-26T19:49:49.592731,2025-08-26,67572.81,CERRADA,5101,WEB,"{""diagnostico"": ""DX62"", ""medico"": ""Dr. Perez""}"
3066,494,52184451,2025-11-14T19:49:49.592747,2025-11-14,287740.43,Pendiente,7214,WEB,"{""diagnostico"": ""DX157"", ""medico"": ""Dr. Gomez""}"
3067,939,97764211,2025-12-08T19:49:49.592776,2025-12-08,229661.14,PENDIENTE,5831,WEB,"{""diagnostico"": ""DX143"", ""medico"": ""Dr. Perez""}"
3068,1704,44975693,2025-11-29T19:49:49.592793,2025-11-29,333086.05,Cancelada,3481,APP,"{""diagnostico"": ""DX133"", ""medico"": ""Dr. Perez""}"
3069,1891,77574666,2025-12-26T19:49:49.592809,2025-12-26,283238.47,cancelada,7011,APP,"{""diagnostico"": ""DX80"", ""medico"": ""Dr. Lopez""}"
3070,1969,78566532,2025-10-02T19:49:49.592825,2025-10-02,282236.96,cancelada,8004,WEB,"{""diagnostico"": ""DX55"", ""medico"": ""Dr. Gomez""}"
3071,1007,71551469,2025-11-03T19:49:49.592843,2025-11-03,298266.11,ACTIVA,3871,APP,"{""diagnostico"": ""DX87"", ""medico"": ""Dr. Gomez""}"
3072,514,42950256,2025-12-10T19:49:49.592860,2025-12-10,342262.11,PENDIENTE,9896,CALL_CENTER,"{""diagnostico"": ""DX94"", ""medico"": ""Dr. Gomez""}"
3073,1674,44887168,2026-01-20T19:49:49.592876,2026-01-20,138974.06,cancelada,6496,APP,"{""diagnostico"": ""DX2"", ""medico"": ""Dr. Gomez""}"
3074,893,57135523,2026-01-28T19:49:49.592893,2026-01-28,323655.7,PENDIENTE,7051,CALL_CENTER,"{""diagnostico"": ""DX103"", ""medico"": ""Dr. Gomez""}"
3075,1050,24227757,2025-09-08T19:49:49.592909,2025-09-08,321773.57,ACTIVA,6417,WEB,"{""diagnostico"": ""DX90"", ""medico"": ""Dr. Lopez""}"
3076,1079,28779723,2026-01-05T19:49:49.592928,2026-01-05,251258.08,CERRADA,8506,CALL_CENTER,"{""diagnostico"": ""DX118"", ""medico"": ""Dr. Perez""}"
3077,457,67393733,2025-11-23T19:49:49.592945,2025-11-23,-281681.04,Pendiente,1795,CALL_CENTER,"{""diagnostico"": ""DX110"", ""medico"": ""Dr. Lopez""}"
3078,1884,12627484,2026-01-21T19:49:49.592961,2026-01-21,230769.05,PENDIENTE,6220,CALL_CENTER,"{""diagnostico"": ""DX179"", ""medico"": ""Dr. Lopez""}"
3079,573,51150157,2025-08-31T19:49:49.592978,2025-08-31,285533.8,Cancelada,5005,WEB,"{""diagnostico"": ""DX157"", ""medico"": ""Dr. Perez""}"
3080,830,79449831,2026-01-07T19:49:49.592993,2026-01-07,202645.12,PENDIENTE,6245,CALL_CENTER,"{""diagnostico"": ""DX180"", ""medico"": ""Dr. Gomez""}"
3081,1570,64574945,2025-09-18T19:49:49.593010,2025-09-18,423163.01,cancelada,4052,CALL_CENTER,"{""diagnostico"": ""DX33"", ""medico"": ""Dr. Perez""}"
3082,2032,16804603,2025-12-05T19:49:49.593026,2025-12-05,243744.46,Cancelada,6322,APP,"{""diagnostico"": ""DX145"", ""medico"": ""Dr. Lopez""}"
3083,1056,63233366,2025-11-21T19:49:49.593044,2025-11-21,218481.23,PENDIENTE,8575,WEB,"{""diagnostico"": ""DX10"", ""medico"": ""Dr. Perez""}"
3084,58,51181540,2025-11-21T19:49:49.593060,2025-11-21,340101.48,PENDIENTE,7260,WEB,"{""diagnostico"": ""DX64"", ""medico"": ""Dr. Perez""}"
3085,1160,50515085,2025-12-21T19:49:49.593076,2025-12-21,142255.01,PENDIENTE,2989,APP,"{""diagnostico"": ""DX130"", ""medico"": ""Dr. Lopez""}"
3086,529,94541503,2026-01-16T19:49:49.593091,2026-01-16,400569.07,Pendiente,3812,CALL_CENTER,"{""diagnostico"": ""DX38"", ""medico"": ""Dr. Perez""}"
3087,102,20100175,2026-01-12T19:49:49.593107,2026-01-12,343161.78,PENDIENTE,9590,WEB,"{""diagnostico"": ""DX169"", ""medico"": ""Dr. Lopez""}"
3088,405,78242054,2026-01-03T19:49:49.593124,2026-01-03,210403.12,cancelada,3467,WEB,"{""diagnostico"": ""DX132"", ""medico"": ""Dr. Gomez""}"
3089,377,66650069,2025-10-10T19:49:49.593140,2025-10-10,253347.4,Cancelada,5848,APP,"{""diagnostico"": ""DX5"", ""medico"": ""Dr. Perez""}"
3090,1887,78594601,2025-09-23T19:49:49.593159,2025-09-23,125197.38,CERRADA,8872,APP,"{""diagnostico"": ""DX41"", ""medico"": ""Dr. Gomez""}"
3091,680,71995319,2025-12-09T19:49:49.593176,2025-12-09,282969.47,cancelada,6862,CALL_CENTER,"{""diagnostico"": ""DX165"", ""medico"": ""Dr. Lopez""}"
3092,55,38624666,2025-09-01T19:49:49.593194,2025-09-01,296861.0,Pendiente,3341,WEB,"{""diagnostico"": ""DX22"", ""medico"": ""Dr. Lopez""}"
3093,911,99919877,2025-11-03T19:49:49.593210,2025-11-03,380994.85,cancelada,2235,CALL_CENTER,"{""diagnostico"": ""DX44"", ""medico"": ""Dr. Perez""}"
3094,1709,38204284,2026-02-07T19:49:49.593226,2026-02-07,444757.87,PENDIENTE,2475,APP,"{""diagnostico"": ""DX122"", ""medico"": ""Dr. Lopez""}"
3095,1856,24308647,2025-09-30T19:49:49.593243,2025-09-30,416443.19,Cancelada,5938,CALL_CENTER,"{""diagnostico"": ""DX61"", ""medico"": ""Dr. Lopez""}"
3096,1605,23020367,2025-12-07T19:49:49.593260,2025-12-07,-347824.41,PENDIENTE,6047,CALL_CENTER,"{""diagnostico"": ""DX26"", ""medico"": ""Dr. Lopez""}"
3097,552,87601100,2025-11-26T19:49:49.593276,2025-11-26,317319.59,CERRADA,8273,WEB,"{""diagnostico"": ""DX169"", ""medico"": ""Dr. Perez""}"
3098,1125,89695176,2025-11-19T19:49:49.593296,2025-11-19,139409.86,Cancelada,9056,WEB,{malformado: true}
3099,1642,74330348,2025-10-14T19:49:49.593314,2025-10-14,241009.22,PENDIENTE,6745,WEB,"{""diagnostico"": ""DX93"", ""medico"": ""Dr. Gomez""}"
3100,1560,32862690,2026-01-24T19:49:49.593330,2026-01-24,347653.76,Pendiente,3586,APP,"{""diagnostico"": ""DX11"", ""medico"": ""Dr. Gomez""}"
3101,2028,56186452,2025-12-25T19:49:49.593346,2025-12-25,310944.11,Pendiente,2997,APP,"{""diagnostico"": ""DX146"", ""medico"": ""Dr. Perez""}"
3102,1666,53355804,2025-12-09T19:49:49.593362,2025-12-09,175869.58,Pendiente,3500,APP,"{""diagnostico"": ""DX42"", ""medico"": ""Dr. Lopez""}"
3103,1643,37669774,2026-02-02T19:49:49.593381,2026-02-02,137961.56,Pendiente,9813,CALL_CENTER,"{""diagnostico"": ""DX133"", ""medico"": ""Dr. Perez""}"
3104,1952,57890724,2025-09-03T19:49:49.593398,2025-09-03,257168.88,PENDIENTE,9846,WEB,"{""diagnostico"": ""DX90"", ""medico"": ""Dr. Perez""}"
3105,1622,79640710,2025-12-21T19:49:49.593414,2025-12-21,-120065.35,PENDIENTE,3685,APP,"{""diagnostico"": ""DX178"", ""medico"": ""Dr. Perez""}"
3106,28,62424661,2026-02-20T19:49:49.593431,2026-02-20,206547.94,Cancelada,7906,WEB,"{""diagnostico"": ""DX27"", ""medico"": ""Dr. Perez""}"
3107,980,81906485,2025-08-26T19:49:49.593447,2025-08-26,246869.79,ACTIVA,6027,CALL_CENTER,{malformado: true}
3108,1351,24745802,2025-11-29T19:49:49.593465,2025-11-29,224477.16,PENDIENTE,1401,CALL_CENTER,"{""diagnostico"": ""DX143"", ""medico"": ""Dr. Perez""}"
3109,2028,46524957,2025-10-21T19:49:49.593481,2025-10-21,270458.24,CERRADA,6522,APP,"{""diagnostico"": ""DX34"", ""medico"": ""Dr. Gomez""}"
3110,2045,94615518,2025-10-16T19:49:49.593497,2025-10-16,151864.7,ACTIVA,5282,APP,"{""diagnostico"": ""DX168"", ""medico"": ""Dr. Gomez""}"
3111,1433,31571760,2025-12-21T19:49:49.593514,2025-12-21,268690.73,cancelada,3787,APP,"{""diagnostico"": ""DX53"", ""medico"": ""Dr. Perez""}"
3112,531,64243575,2025-12-26T19:49:49.593530,2025-12-26,292989.59,Pendiente,7352,APP,"{""diagnostico"": ""DX162"", ""medico"": ""Dr. Gomez""}"
3113,216,42273364,2025-09-01T19:49:49.593547,2025-09-01,412778.37,CERRADA,6390,WEB,"{""diagnostico"": ""DX15"", ""medico"": ""Dr. Perez""}"
3114,121,95126061,2025-10-02T19:49:49.593563,2025-10-02,105570.04,ACTIVA,1227,CALL_CENTER,"{""diagnostico"": ""DX66"", ""medico"": ""Dr. Perez""}"
3115,882,61952993,2025-10-16T19:49:49.593579,2025-10-16,272000.9,cancelada,6823,WEB,"{""diagnostico"": ""DX72"", ""medico"": ""Dr. Gomez""}"
3116,1181,97491661,2025-08-24T19:49:49.593595,2025-08-24,343495.57,CERRADA,3099,WEB,"{""diagnostico"": ""DX16"", ""medico"": ""Dr. Gomez""}"
3117,514,90734617,2025-12-31T19:49:49.593611,2025-12-31,281084.85,CERRADA,8137,CALL_CENTER,"{""diagnostico"": ""DX180"", ""medico"": ""Dr. Gomez""}"
3118,1712,15192203,2026-02-19T19:49:49.593631,2026-02-19,309355.43,ACTIVA,4116,WEB,"{""diagnostico"": ""DX136"", ""medico"": ""Dr. Lopez""}"
3119,1229,59251604,2025-12-20T19:49:49.593651,2025-12-20,157331.03,Pendiente,2947,CALL_CENTER,"{""diagnostico"": ""DX41"", ""medico"": ""Dr. Lopez""}"
3120,1095,70198472,2026-02-16T19:49:49.593667,2026-02-16,124172.62,CERRADA,1307,APP,"{""diagnostico"": ""DX79"", ""medico"": ""Dr. Lopez""}"
3121,1451,71138290,2025-12-16T19:49:49.593683,2025-12-16,343417.38,CERRADA,5072,CALL_CENTER,{malformado: true}
3122,215,79929371,2026-03-01T19:49:49.593697,2026-03-01,274185.07,ACTIVA,4706,APP,"{""diagnostico"": ""DX121"", ""medico"": ""Dr. Perez""}"
3123,1207,82101457,2025-09-29T19:49:49.593713,2025-09-29,400516.54,ACTIVA,5749,APP,"{""diagnostico"": ""DX68"", ""medico"": ""Dr. Gomez""}"
3124,1775,91550051,2026-02-27T19:49:49.593729,2026-02-27,310438.77,Pendiente,2517,CALL_CENTER,"{""diagnostico"": ""DX94"", ""medico"": ""Dr. Gomez""}"
3125,751,21782919,2025-11-18T19:49:49.593748,2025-11-18,317734.32,PENDIENTE,1848,CALL_CENTER,"{""diagnostico"": ""DX169"", ""medico"": ""Dr. Lopez""}"
3126,1705,22780040,2025-09-10T19:49:49.593767,2025-09-10,196085.12,CERRADA,4576,APP,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Gomez""}"
3127,1018,87632230,2025-12-02T19:49:49.593783,2025-12-02,243725.08,cancelada,3475,APP,"{""diagnostico"": ""DX95"", ""medico"": ""Dr. Perez""}"
3128,1722,19773007,2025-11-08T19:49:49.593799,2025-11-08,246665.54,ACTIVA,8708,WEB,"{""diagnostico"": ""DX18"", ""medico"": ""Dr. Gomez""}"
3129,2,76118310,2025-12-14T19:49:49.593815,2025-12-14,286645.24,cancelada,4528,WEB,{malformado: true}
3130,1833,95822329,2025-11-07T19:49:49.593830,2025-11-07,-212884.61,CERRADA,9172,APP,"{""diagnostico"": ""DX81"", ""medico"": ""Dr. Lopez""}"
3131,1046,35864469,2026-01-12T19:49:49.593846,2026-01-12,212496.51,Cancelada,3424,CALL_CENTER,"{""diagnostico"": ""DX190"", ""medico"": ""Dr. Perez""}"
3132,426,80236600,2026-01-06T19:49:49.593863,2026-01-06,214921.41,PENDIENTE,3376,CALL_CENTER,"{""diagnostico"": ""DX35"", ""medico"": ""Dr. Gomez""}"
3133,454,92768452,2025-10-21T19:49:49.593880,2025-10-21,458297.62,ACTIVA,7630,CALL_CENTER,"{""diagnostico"": ""DX35"", ""medico"": ""Dr. Gomez""}"
3134,1835,36792653,2025-10-06T19:49:49.593896,2025-10-06,230216.0,cancelada,4307,APP,"{""diagnostico"": ""DX77"", ""medico"": ""Dr. Lopez""}"
3135,406,10846677,2026-02-09T19:49:49.593912,2026-02-09,238298.74,Pendiente,4402,CALL_CENTER,"{""diagnostico"": ""DX101"", ""medico"": ""Dr. Perez""}"
3136,237,83309005,2025-12-09T19:49:49.593928,2025-12-09,253751.31,PENDIENTE,2956,CALL_CENTER,"{""diagnostico"": ""DX165"", ""medico"": ""Dr. Perez""}"
3137,1769,92756366,2025-11-02T19:49:49.593944,2025-11-02,176324.1,PENDIENTE,8820,APP,"{""diagnostico"": ""DX113"", ""medico"": ""Dr. Gomez""}"
3138,955,97098994,2025-10-29T19:49:49.593961,2025-10-29,230888.6,Cancelada,8885,WEB,"{""diagnostico"": ""DX141"", ""medico"": ""Dr. Gomez""}"
3139,1977,18645261,2026-01-29T19:49:49.593986,2026-01-29,164428.3,Cancelada,4120,CALL_CENTER,"{""diagnostico"": ""DX112"", ""medico"": ""Dr. Lopez""}"
3140,1824,89151114,2025-12-17T19:49:49.594028,2025-12-17,143839.43,cancelada,5604,WEB,"{""diagnostico"": ""DX109"", ""medico"": ""Dr. Gomez""}"
3141,1469,87709562,2025-12-02T19:49:49.594044,2025-12-02,344007.38,cancelada,3497,CALL_CENTER,{malformado: true}
3142,906,29013927,2025-11-23T19:49:49.594059,2025-11-23,263139.63,cancelada,1297,APP,"{""diagnostico"": ""DX21"", ""medico"": ""Dr. Lopez""}"
3143,1352,53251843,2026-01-15T19:49:49.594076,2026-01-15,295545.77,CERRADA,2634,CALL_CENTER,"{""diagnostico"": ""DX41"", ""medico"": ""Dr. Lopez""}"
